9987	89.61	0.00	0.00	0.00	0.00	90.00	1472	
9990	89.65	0.00	0.00	0.00	0.00	90.00	1472	
9993	89.68	0.00	0.00	0.00	0.00	90.00	1472	
9996	89.70	0.00	0.00	0.00	0.00	90.00	1472	
9999	89.72	0.00	0.00	0.00	0.00	90.00	1472	
10002	89.74	0.00	0.00	0.00	0.00	90.00	1472	
10005	89.72	0.00	0.00	0.00	0.00	90.00	1472	
10008	89.71	0.00	0.00	0.00	0.00	90.00	1472	
10011	89.71	0.00	0.00	0.00	0.00	90.00	1472	
10013	89.63	0.00	0.00	0.00	0.00	90.00	1472	
10016	89.62	0.00	0.00	0.00	0.00	90.00	1472	
10019	89.60	0.00	0.00	0.00	0.00	90.00	1472	
10022	89.42	0.00	0.00	0.00	0.00	90.00	1472	
10025	89.36	0.00	0.00	0.00	0.00	90.00	1472	
10028	89.31	0.00	0.00	0.00	0.00	90.00	1472	
10031	89.25	0.00	0.00	0.00	0.00	90.00	1472	
10034	89.14	0.00	0.00	0.00	0.00	90.00	1472	
10037	89.09	0.00	0.00	0.00	0.00	90.00	1472	
10040	89.10	0.00	0.00	0.00	0.00	90.00	1472	
10043	88.89	0.00	0.00	0.00	0.00	90.00	1472	
10046	88.84	0.00	0.00	0.00	0.00	90.00	1472	
10048	88.80	0.00	0.00	0.00	0.00	90.00	1472	
10051	88.76	0.00	0.00	0.00	0.00	90.00	1472	
10054	88.68	0.00	0.00	0.00	0.00	90.00	1472	
10057	88.68	0.00	0.00	0.00	0.00	90.00	1472	
10060	88.71	0.00	0.00	0.00	0.00	90.00	1472	
10063	88.73	0.00	0.00	0.00	0.00	90.00	1472	
10066	88.73	0.00	0.00	0.00	0.00	90.00	1472	
10069	88.76	0.00	0.00	0.00	0.00	90.00	1472	
10072	88.80	0.00	0.00	0.00	0.00	90.00	1472	
10075	88.84	0.00	0.00	0.00	0.00	90.00	1472	
10078	88.91	0.00	0.00	0.00	0.00	90.00	1472	
10081	89.04	0.00	0.00	0.00	0.00	90.00	1472	
10084	89.03	0.00	0.00	0.00	0.00	90.00	1472	
10086	89.14	0.00	0.00	0.00	0.00	90.00	1472	
10089	89.29	0.00	0.00	0.00	0.00	90.00	1472	
10092	89.19	0.00	0.00	0.00	0.00	90.00	1472	
10095	89.32	0.00	0.00	0.00	0.00	90.00	1472	
10098	89.42	0.00	0.00	0.00	0.00	90.00	1472	
10101	89.32	0.00	0.00	0.00	0.00	90.00	1472	
10104	89.34	0.00	0.00	0.00	0.00	90.00	1472	
10107	89.44	0.00	0.00	0.00	0.00	90.00	1472	
